ids,text,aspect,sentiment,entity,attribute
359:2,noth problem sinc day take box,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
97:1,comput slow even pay stapl extra money speed,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B0096VDM8G_5_A2Q6ZHSO5QDPRQ:3,comput good anyth realli superse high expect,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
43:1,build qualiti perform everyth sub par would expect appl,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KB3MXH4_16_A159MX2ZLCCFU2:1,favorit color black red matt materi red backlight keyboard,KEYBOARD#DESIGN_FEATURES,positive,KEYBOARD,DESIGN_FEATURES
B00KMRGF28_225_A3HI5ZE8DCIM5S:0,amatur handl,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
345:2,speaker terribl probabl cheap one ever see laptop plan listen music suggest get someth well,MULTIMEDIA_DEVICES#QUALITY,negative,MULTIMEDIA_DEVICES,QUALITY
122:7,still work noth screen,DISPLAY#OPERATION_PERFORMANCE,negative,DISPLAY,OPERATION_PERFORMANCE
B00FU83YWS_19_A1MBI7JFXKWNWS:0,machin easi use power need person use light profession work,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
176:4,amaz,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
32:8,small red circl next x middl click say consid replac batteri hold full charg,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
336:0,need long last batteri hr,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
B00AH4A950_15_A7XMOAALJQNFP:3,probabl game machin zero interest,LAPTOP#MISCELLANEOUS,neutral,LAPTOP,MISCELLANEOUS
171:1,work,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
170:2,easi use lightweight,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_49_A23AEXWHKWJSJ2:1,believ,LAPTOP#PRICE,positive,LAPTOP,PRICE
177:2,crisp screen great batteri life plenti storag,HARD_DISC#DESIGN_FEATURES,positive,HARD_DISC,DESIGN_FEATURES
262:6,addit design tool page keynot make much easy creat profession look document present,SOFTWARE#USABILITY,positive,SOFTWARE,USABILITY
214:2,otherwis love,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
252:2,still tri learn use,LAPTOP#USABILITY,neutral,LAPTOP,USABILITY
220:1,three week buy netbook screen quit work,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
312:4,upgrad ram gb happi,MEMORY#DESIGN_FEATURES,neutral,MEMORY,DESIGN_FEATURES
B00FU83YWS_277_AZH4JFP4U8IVR:0,slow complic disappoint,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
114:6,never buy anyth hp,COMPANY#GENERAL,negative,COMPANY,GENERAL
259:2,cour also sever great softwar packag come free includ iwork garageband imovi,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
6:12,regret buy understand aw use,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
70:0,easy comput ever use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00FU83YWS_144_A2V66HFJ93O4SH:4,also tri download larg file like video start normal download around kb sec cour coupl minut slow waaaaaay around kb sec make download coupl minut sever hour make worthless,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
48:3,sleek smooth lightweight,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
41:4,graphic bad low end macbook pro spectrum easili capabl run starcraft ii game compar graphic,GRAPHICS#GENERAL,positive,GRAPHICS,GENERAL
B00KMRGF28_374_AS24VWQPFK1HB:11,major neg window though ymmv dell crapwar instal,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
149:3,can not believ hp put,COMPANY#GENERAL,negative,COMPANY,GENERAL
370:4,highli recommend daili use,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
52:3,burn leg lift desk less second put lap clean coffe tabl place,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00KMRGF28_215_A3F2WL4GE692P5:0,excel perform especi give price point,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
353:2,asid trial softwar short batteri life lack webcam great,SOFTWARE#MISCELLANEOUS,negative,SOFTWARE,MISCELLANEOUS
79:2,plu hour batteri,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
B0096VDM8G_56_A2VQJTD3UB6YZ9:6,batteri get la ny problem,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
5:1,small enough fit one pur,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
92:10,rep even answer question ask understand ask speak english even tri acknowledg question,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
29:7,work flawlessli,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00FU83YWS_260_A2YQ3TFBY1MASP:14,could go suffic say want spend laptop buy one,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_96_A17B83D5U1E5W2:3,extrem light weight slim lack optic drive use anymor anyway easili fit colleg student bag,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
374:9,internet speed spectacular,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
148:2,regret buy dell,COMPANY#GENERAL,negative,COMPANY,GENERAL
343:2,think camera one requir forgot check specif one purchas,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
B00KMRGF28_176_A7M27ZVQA4N2X:3,screen good whole thing light run hot,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
92:2,summari laptop month blue power adapt stop work,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
B00FU83YWS_213_A3BFZ9CMLQWKV9:1,give everyth need comput long last batteri also give mobil,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
341:0,overal plea toshiba satellit like extra featur love window home premium,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
329:4,start menu easy thing navig due stack,OS#USABILITY,negative,OS,USABILITY
71:2,power suppli cord develop expos wire within first year ownership cover applecar warranti plan,WARRANTY#GENERAL,positive,WARRANTY,GENERAL
338:1,cheap price equal cheap product,LAPTOP#PRICE,neutral,LAPTOP,PRICE
295:0,nd good comput world one way comput might becom well need upgread patch make less easy peopl hack,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
114:0,hewlett packard laptop man problem sinc buy feb,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
25:9,compani trueli make horribl product do not seem certain thing like never happen,COMPANY#GENERAL,negative,COMPANY,GENERAL
5:8,screen crystal clear ye small netbook,DISPLAY#DESIGN_FEATURES,neutral,DISPLAY,DESIGN_FEATURES
34:2,vista nightmar,OS#GENERAL,negative,OS,GENERAL
150:3,switch top need memor key combin rather flick switch,LAPTOP#USABILITY,negative,LAPTOP,USABILITY
121:1,actual hard drive replac twice mother board dvd drive twice final agre replac less year get anoth hp compaq piec crap,MOTHERBOARD#QUALITY,negative,MOTHERBOARD,QUALITY
B00KMRGF28_136_AU1XUW0ZLDFRS:1,nice comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_109_A1EUFUJPPD4V05:3,laptop die two day receiv,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
58:0,love macbook pro,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
38:4,problem applic quit freez,SOFTWARE#OPERATION_PERFORMANCE,positive,SOFTWARE,OPERATION_PERFORMANCE
39:6,also like scroll window use two finger trackpad,MOUSE#USABILITY,positive,MOUSE,USABILITY
B00FU83YWS_35_A2OBBREWRCQJX:0,great laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
94:7,send new one call,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B0096VDM8G_27_A11NFW8ZFX723Z:1,buy mac issu resolv,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
349:1,first work well month system board fail send toshiba complaint three week later receiv laptop back discov still problem send back get fix,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
41:6,oper system user interfac intuit larg multi touch track pad amaz,OS#USABILITY,positive,OS,USABILITY
69:5,would buy one everi person offic could,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_175_A3F52XJ7SM4P7:1,come instruct book back cd alreadi crash,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_113_A3PN08FRAUVISF:0,realli happi comput,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
310:0,appl macbook pro notebook comput zj notebook becom integr part complet daili need social network,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
303:3,laptop great work pictur,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
320:3,everi buy anoth lou,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00KMRGF28_110_A1DQBA28Z04UI1:4,complet wast money do not let price fool,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
235:5,also speaker loud netbook,MULTIMEDIA_DEVICES#QUALITY,neutral,MULTIMEDIA_DEVICES,QUALITY
B00D7Z84OY_5_A3PBMQ9JF4Z9RQ:1,advertis,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00D7Z84OY_3_A3Q8WSIN4LWVLK:2,laptop fast,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_221_A4YVKTRE1Z1OU:2,clunker howev stop work two week deliv,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
257:2,never issu problem macbook pro far still fast first buy,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
73:3,key weird place way larg way design,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
376:2,love write play graphic html program new toshiba work great,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00FU83YWS_37_A1BEVTJDXGMJ5I:0,lap top good far,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
303:9,think anyon look good durrabl laptop way go,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
394:11,take star machin lot junk softwar,LAPTOP#DESIGN_FEATURES,negative,LAPTOP,DESIGN_FEATURES
42:10,would reccomend anyon buy comput,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
B00FU83YWS_262_APGJ4QQPM9QIX:2,like fact come window also includ window instal later need,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00D7Z84OY_6_A3LVQPXOZD4VIT:4,serious save hassl purchas differ compani,COMPANY#GENERAL,negative,COMPANY,GENERAL
149:1,sometim move finger pointer even move,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
128:9,cataton,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
243:1,realli concern portabl larg laptop hard move around take trip pleasant surpris,LAPTOP#DESIGN_FEATURES,neutral,LAPTOP,DESIGN_FEATURES
289:2,fast high definit qualiti video,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
174:1,lightweight long batteri life excel transit pc,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
115:12,ac plug go get lose could actual insid comput two three time good,POWER_SUPPLY#QUALITY,negative,POWER_SUPPLY,QUALITY
256:3,realli wish do year ago,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
22:2,keyboard top notch,KEYBOARD#QUALITY,positive,KEYBOARD,QUALITY
302:3,downfal lot softwar work mac iwork worth price,SOFTWARE#USABILITY,negative,SOFTWARE,USABILITY
220:3,overal feel netbook poor qualiti poor perform although great batteri life work,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
270:0,toshiba net book oper well,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
168:0,right box littl netbook everyth ask includ stream everyday video bind encount check mail websit big complaint previous,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
214:0,buy netbook travel great light function meet need,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00FU83YWS_262_APGJ4QQPM9QIX:1,everyth want build wi fi connect slot sd camera memori card dvd burner big beauti screen plenti usb port three one keyboard nice touch,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
289:8,clear pictur everyth,MULTIMEDIA_DEVICES#QUALITY,positive,MULTIMEDIA_DEVICES,QUALITY
B00KMRGF28_110_A1DQBA28Z04UI1:1,receiv laptop run like alreadi can not imagin would work next coupl week,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
256:4,pair iphon pure pleasur talk painless sync use take forev snap,LAPTOP#CONNECTIVITY,positive,LAPTOP,CONNECTIVITY
B00KMRGF28_184_A12IPRD9B0KX9P:0,truli great laptop price,LAPTOP#PRICE,neutral,LAPTOP,PRICE
391:25,buy go expect hr batteri life perfectli satisfi,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
230:13,final month research discov mail walmart probabl would way find box,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00FU83YWS_260_A2YQ3TFBY1MASP:14,could go suffic say want spend laptop buy one,LAPTOP#PRICE,negative,LAPTOP,PRICE
164:4,enough ram run smoothli enough memori satisfi need,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00D7Z84OY_3_A3Q8WSIN4LWVLK:4,dual boot laptop window ubuntu get slow either,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_208_A2O3P3SPKVXD1W:1,amaz comput perfect school,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
307:2,nice learn featur happi sophist comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
147:1,right speaker work,MULTIMEDIA_DEVICES#QUALITY,negative,MULTIMEDIA_DEVICES,QUALITY
B00KB3MXH4_16_A159MX2ZLCCFU2:4,laptop beauti extrem light thin enough wide screen full keyboard,DISPLAY#DESIGN_FEATURES,positive,DISPLAY,DESIGN_FEATURES
213:8,tri get help disconnect,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
231:4,system come work properli tri fix problem start work,OS#QUALITY,negative,OS,QUALITY
154:7,take approxim tri get site close browser reopen actual work,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
90:0,netbook go bad day,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00AH4A950_17_A2TWJVVUH3GN61:0,terribl slow,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_338_AB8T657A2V2QS:1,need daughter line math class,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KMRGF28_246_AHZ2QY0FTQK3R:0,fast easi,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
122:9,disappoint,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
160:2,friend report notebook astonish perform pictur qualiti eas use,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B00KMRGF28_54_A3ODG9PLY4Z27Y:3,disappoint perform,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
239:4,nice portabl definit decent enough system keep entertain sit airplan coupl hour hotel take care last minut detail document,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
6:17,due cour remov hard disc new macbook pro dump belong trash,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
78:1,love far,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B00KMRGF28_194_A22LSPFBF3E1XJ:5,ultra tech savvi tell work slow,LAPTOP#OPERATION_PERFORMANCE,negative,LAPTOP,OPERATION_PERFORMANCE
374:11,oh word stuff trial verion month go open ask product key do not come comput even click cancel will not let use use old word process work good,SOFTWARE#MISCELLANEOUS,negative,SOFTWARE,MISCELLANEOUS
383:0,overal laptop great,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
94:6,do absolut noth fix comput problem,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00KMRGF28_128_A1BJWKIOJWBL7N:0,would nice laptop mousepad work properli,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
B0096VDM8G_50_AIKQH7ZLIRYNH:0,expect,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
48:2,laptop gorgeou,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
56:2,batteri life could better overal price toshiba reput laptop great,COMPANY#GENERAL,neutral,COMPANY,GENERAL
B00FU83YWS_36_A21F9QHZIQH13I:5,keyboard sturdi,KEYBOARD#QUALITY,positive,KEYBOARD,QUALITY
348:0,everyth fine machin speed capac build,HARD_DISC#DESIGN_FEATURES,positive,HARD_DISC,DESIGN_FEATURES
B00KMRGF28_365_A2PNKW6SVO157M:4,save money get someth well,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
376:0,love new comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
213:0,bad laptop bit slow get job do,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
160:3,extrem portabl easili connect wifi librari elsewher,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B00FU83YWS_143_ABR1CV3CY7TFN:0,window rock,OS#GENERAL,positive,OS,GENERAL
262:4,mani great program ilif iphoto other,SOFTWARE#GENERAL,positive,SOFTWARE,GENERAL
B0096VDM8G_4_A38OXSOE07310S:0,well worth extra cost,LAPTOP#PRICE,neutral,LAPTOP,PRICE
37:1,speed incred satisfi,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
31:4,iwork itun email ms offic network printer set complet work perfectli within hour,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
168:4,wipe nearli everyth instal openoffic firefox oper incred effici use machin great price,LAPTOP#PRICE,positive,LAPTOP,PRICE
322:2,sometim realli tap pad get work,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
B00FU83YWS_260_A2YQ3TFBY1MASP:7,today work,MOUSE#OPERATION_PERFORMANCE,negative,MOUSE,OPERATION_PERFORMANCE
B00KMRGF28_78_AX6U6FG5HD88L:5,c larg hard drive instead use cloud,HARD_DISC#DESIGN_FEATURES,positive,HARD_DISC,DESIGN_FEATURES
288:23,plea,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
352:3,memori upgrad,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
86:0,toshiba mini notebook model nb nbl great littl comput,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
306:0,get ton compliment size speak someon regularli commut bu attest fact perfect size comput restrict width bodi comput room,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
B00KMRGF28_149_A3J4TEK6ANKJHC:0,absolut love dell inspiron,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
300:4,meet need work pleasur travel,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B0096VDM8G_22_AFFVUIIK2NR27:2,buy would highli recommend buy case screen protector machin know quit fragil,DISPLAY#QUALITY,negative,DISPLAY,QUALITY
90:1,blank light screen start,DISPLAY#OPERATION_PERFORMANCE,negative,DISPLAY,OPERATION_PERFORMANCE
360:1,featur be not friendli volum wheel sound qualiti etc,MULTIMEDIA_DEVICES#USABILITY,negative,MULTIMEDIA_DEVICES,USABILITY
130:4,month dead,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
B00FU83YWS_65_A1KQSBBXF0PT6J:0,fast good steam game,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
B00KB3MXH4_16_A159MX2ZLCCFU2:1,favorit color black red matt materi red backlight keyboard,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
5:3,batteri life amaz versitil outstand,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
94:10,call complain hunk metal get joy speak bunch peopl can not understand,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
346:2,also extend warranti problem,WARRANTY#GENERAL,negative,WARRANTY,GENERAL
B0096VDM8G_65_A1AQ8JT2A3UWMY:5,fairli fast,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
289:2,fast high definit qualiti video,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
130:9,machin connect toshiba say replac connect card may warranti repair day warranti even though constant month occur sinc buy netbook,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
139:2,eventu screen go blank comput would turn,DISPLAY#OPERATION_PERFORMANCE,negative,DISPLAY,OPERATION_PERFORMANCE
B0096VDM8G_34_A1B3PJ2QZABWXO:2,retina screen absolut beauti touchpad good touchpad date,DISPLAY#GENERAL,positive,DISPLAY,GENERAL
24:9,current use laptop sit lap burn leg,LAPTOP#QUALITY,negative,LAPTOP,QUALITY
231:1,never buy anoth comput dell ever aw work treat compani,SUPPORT#QUALITY,negative,SUPPORT,QUALITY
B00FU83YWS_20_ANRBJAFRZR1M8:0,use enough long enough give star far good laptop,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
25:7,cut loss sell part,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
166:11,say user friendli,SOFTWARE#USABILITY,positive,SOFTWARE,USABILITY
B00KMRGF28_185_A1JE1DCYMIWKJ4:3,good starter comput extrem light wallet,LAPTOP#MISCELLANEOUS,positive,LAPTOP,MISCELLANEOUS
56:1,keyboard great primari secondari control button could durabl,KEYBOARD#QUALITY,negative,KEYBOARD,QUALITY
B0096VDM8G_65_A1AQ8JT2A3UWMY:4,decent speaker,MULTIMEDIA_DEVICES#GENERAL,positive,MULTIMEDIA_DEVICES,GENERAL
B00FU83YWS_144_A2V66HFJ93O4SH:4,also tri download larg file like video start normal download around kb sec cour coupl minut slow waaaaaay around kb sec make download coupl minut sever hour make worthless,LAPTOP#CONNECTIVITY,negative,LAPTOP,CONNECTIVITY
B00KMRGF28_187_A13MKZMIR0KM7W:1,super light weight never care either way weight,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
169:0,appar well build gorgeou look macbook pro win combin price perform,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_365_A2PNKW6SVO157M:3,window run poorli,OS#OPERATION_PERFORMANCE,negative,OS,OPERATION_PERFORMANCE
B00FU83YWS_141_A3Q6JY8ZJAVPCW:0,terrif valu money,LAPTOP#GENERAL,positive,LAPTOP,GENERAL
282:1,impress batteri life perform small amount memori,LAPTOP#OPERATION_PERFORMANCE,positive,LAPTOP,OPERATION_PERFORMANCE
B00KMRGF28_241_A30T2OLDHWQ1EP:1,need inexpen laptop basic offic work lightweight fit bill fine,LAPTOP#PRICE,positive,LAPTOP,PRICE
308:3,make comput much easy use navig,LAPTOP#USABILITY,positive,LAPTOP,USABILITY
B0096VDM8G_41_A3NKYLRUY6OC62:0,wonder super fast lightweight comput,LAPTOP#DESIGN_FEATURES,positive,LAPTOP,DESIGN_FEATURES
B00KMRGF28_349_AHASB3H3S2SRN:2,pay,LAPTOP#GENERAL,negative,LAPTOP,GENERAL
353:3,fast great visual,DISPLAY#QUALITY,positive,DISPLAY,QUALITY
349:1,first work well month system board fail send toshiba complaint three week later receiv laptop back discov still problem send back get fix,MOTHERBOARD#QUALITY,negative,MOTHERBOARD,QUALITY
50:4,hp interest sell extend warranti cost netbook new help fix,WARRANTY#PRICE,negative,WARRANTY,PRICE
164:6,also travel never give problem,LAPTOP#PORTABILITY,positive,LAPTOP,PORTABILITY
174:1,lightweight long batteri life excel transit pc,BATTERY#OPERATION_PERFORMANCE,positive,BATTERY,OPERATION_PERFORMANCE
B00D7Z84OY_3_A3Q8WSIN4LWVLK:7,get heat much even continu usag,LAPTOP#QUALITY,positive,LAPTOP,QUALITY
59:1,replac hard drive batteri stop work month use frustrat,BATTERY#OPERATION_PERFORMANCE,negative,BATTERY,OPERATION_PERFORMANCE
